LEVEL,AA,AG,AP,COMB,AR,GR,PR,ER,CR,OR,SCORE,AVGFPS,GAMING,PCP,SEX,AGE,PE,NAVGFPS,NPE,NFPSPE,NAA,NAG,NAP
9,2,3,3,8,4,4,4,5,5,4,1000,37,4,24,F,18 to 25,4.58352307,0.303030303,0.8958807675,,,,
10,3,3,1,7,2,5,5,4,4,4,699,43,5,1,F,18 to 25,3.91937034,0.4848484848,0.729842585,,,,
10,3,3,1,7,4,5,5,5,5,5,1000,50,5,2,F,18 to 25,4.85432801,0.696969697,0.9635820025,,,,
10,3,3,1,7,2,5,5,5,5,5,1000,40,3,3,M,18 to 25,4.56298403,0.3939393939,0.8907460075,,,,
10,3,3,1,7,4,4,3,4,4,4,618,42,3,4,F,12 to 17,3.88119635,0.4545454545,0.7202990875,,,,
10,3,3,1,7,2,4,1,2,2,2,1000,42,4,5,M,18 to 25,2.06501769,0.4545454545,0.2662544225,,,,
10,3,3,1,7,4,4,4,3,3,4,314,42,4,6,F,18 to 25,3.41647693,0.4545454545,0.6041192325,,,,
10,3,3,1,7,1,3,3,4,4,4,1000,43,4,7,F,18 to 25,3.35226971,0.4848484848,0.5880674275,,,,
10,3,3,1,7,5,5,5,5,5,5,1000,39,3,8,M,12 to 17,5,0.3636363636,1,,,,
10,3,3,1,7,4,5,5,5,5,5,1000,44,5,9,F,18 to 25,4.85432801,0.5151515152,0.9635820025,,,,
10,3,3,1,7,3,3,3,3,5,3,1000,42,4,10,F,12 to 17,3.91983448,0.4545454545,0.72995862,,,,
10,3,3,1,7,3,4,4,3,4,4,1000,43,2,11,M,18 to 25,3.73072218,0.4848484848,0.682680545,,,,
10,3,3,1,7,3,3,1,2,3,2,1000,43,4,12,M,18 to 25,2.57869625,0.4848484848,0.3946740625,,,,
10,3,3,1,7,1,5,5,4,5,4,602,40,5,13,M,18 to 25,4.23361559,0.3939393939,0.8084038975,,,,
10,3,3,1,7,5,5,5,5,5,5,1000,41,5,14,F,18 to 25,5,0.4242424242,1,,,,
10,3,3,1,7,2,4,4,4,5,4,1000,41,3,15,F,18 to 25,4.16857326,0.4242424242,0.792143315,,,,
10,3,3,1,7,5,4,5,5,5,4,1000,39,4,16,F,18 to 25,4.84799871,0.3636363636,0.9619996775,,,,
10,3,3,1,7,4,5,5,5,5,5,1000,39,3,17,M,18 to 25,4.85432801,0.3636363636,0.9635820025,,,,
10,3,3,1,7,1,3,4,3,2,3,1000,39,3,18,F,18 to 25,2.36754243,0.3636363636,0.3418856075,,,,
10,3,3,1,7,4,5,5,5,5,5,1000,41,2,19,F,18 to 25,4.85432801,0.4242424242,0.9635820025,,,,
10,3,3,1,7,2,4,5,4,4,4,1000,43,1,20,F,18 to 25,3.82745967,0.4848484848,0.7068649175,,,,
10,3,3,1,7,2,4,3,3,3,3,950,44,3,21,F,18 to 25,2.94623868,0.5151515152,0.48655967,,,,
10,3,3,1,7,3,2,1,2,1,2,1000,41,3,22,M,12 to 17,1.5669511,0.4242424242,0.141737775,,,,
10,3,3,1,7,4,3,2,3,3,3,548,43,4,23,F,12 to 17,3.02686834,0.4848484848,0.506717085,,,,
10,3,3,1,7,2,3,1,3,4,3,1000,35,4,24,F,18 to 25,3.07663795,0.2424242424,0.5191594875,,,,
11,2,3,2,7,5,4,5,4,5,4,1000,44,5,1,F,18 to 25,4.72439288,0.5151515152,0.93109822,,,,
11,2,3,2,7,5,5,5,5,5,5,1000,45,5,2,F,18 to 25,5,0.5454545455,1,,,,
11,2,3,2,7,4,4,3,5,5,4,1000,42,3,3,M,18 to 25,4.46471942,0.4545454545,0.866179855,,,,
11,2,3,2,7,1,4,4,4,2,3,1000,45,3,4,F,12 to 17,2.58305893,0.5454545455,0.3957647325,,,,
11,2,3,2,7,5,5,4,4,4,4,1000,40,4,5,M,18 to 25,4.23758266,0.3939393939,0.809395665,,,,
11,2,3,2,7,4,3,3,3,3,3,392,41,4,6,F,18 to 25,3.14567199,0.4242424242,0.5364179975,,,,
11,2,3,2,7,4,3,3,5,4,5,1000,44,4,7,F,18 to 25,3.97298213,0.5151515152,0.7432455325,,,,
11,2,3,2,7,5,5,5,5,5,5,1000,44,3,8,M,12 to 17,5,0.5151515152,1,,,,
11,2,3,2,7,4,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.85432801,0.5454545455,0.9635820025,,,,
11,2,3,2,7,5,5,5,5,5,5,1000,43,4,10,F,12 to 17,5,0.4848484848,1,,,,
11,2,3,2,7,4,5,5,4,4,5,1000,42,2,11,M,18 to 25,4.27080494,0.4545454545,0.817701235,,,,
11,2,3,2,7,4,5,4,4,4,4,1000,42,4,12,M,18 to 25,4.09191067,0.4545454545,0.7729776675,,,,
11,2,3,2,7,5,5,5,5,5,5,1000,41,5,13,M,18 to 25,5,0.4242424242,1,,,,
11,2,3,2,7,4,5,5,5,5,4,1000,41,5,14,F,18 to 25,4.79423739,0.4242424242,0.9485593475,,,,
11,2,3,2,7,2,3,5,5,5,4,1000,44,3,15,F,18 to 25,4.31907207,0.5151515152,0.8297680175,,,,
11,2,3,2,7,5,4,4,5,5,5,1000,39,4,16,F,18 to 25,4.78928568,0.3636363636,0.94732142,,,,
11,2,3,2,7,3,4,4,4,4,4,1000,38,3,17,M,18 to 25,3.85432801,0.3333333333,0.7135820025,,,,
11,2,3,2,7,3,4,3,4,3,3,1000,40,3,18,F,18 to 25,3.2155165,0.3939393939,0.553879125,,,,
11,2,3,2,7,2,5,5,4,5,4,749,41,2,19,F,18 to 25,4.37928758,0.4242424242,0.844821895,,,,
11,2,3,2,7,5,5,5,5,5,5,1000,43,1,20,F,18 to 25,5,0.4848484848,1,,,,
11,2,3,2,7,5,3,4,4,4,4,1000,44,3,21,F,18 to 25,4.05376132,0.5151515152,0.76344033,,,,
11,2,3,2,7,5,4,3,4,2,3,1000,39,3,22,M,12 to 17,3.04694324,0.3636363636,0.51173581,,,,
11,2,3,2,7,2,4,4,4,3,4,961,44,4,23,F,12 to 17,3.24873878,0.5151515152,0.562184695,,,,
11,2,3,2,7,3,3,3,3,4,3,1000,42,4,24,F,18 to 25,3.45991724,0.4545454545,0.61497931,,,,
12,3,1,2,6,5,2,5,5,5,5,1000,32,5,1,F,18 to 25,4.72426799,0.1515151515,0.9310669975,,,,
12,3,1,2,6,5,5,5,5,5,5,1000,56,5,2,F,18 to 25,5,0.8787878788,1,,,,
12,3,1,2,6,3,2,3,3,5,4,1000,52,3,3,M,18 to 25,3.88801443,0.7575757576,0.7220036075,,,,
12,3,1,2,6,3,3,3,3,3,3,1000,52,3,4,F,12 to 17,3,0.7575757576,0.5,,,,
12,3,1,2,6,5,2,3,4,4,4,1000,53,4,5,M,18 to 25,3.843047,0.7878787879,0.71076175,,,,
12,3,1,2,6,5,5,5,5,4,5,1000,52,4,6,F,18 to 25,4.54008276,0.7575757576,0.88502069,,,,
12,3,1,2,6,1,4,4,5,4,5,1000,57,4,7,F,18 to 25,3.74668048,0.9090909091,0.68667012,,,,
12,3,1,2,6,5,5,5,5,5,5,1000,52,3,8,M,12 to 17,5,0.7575757576,1,,,,
12,3,1,2,6,4,5,5,5,5,5,1000,58,5,9,F,18 to 25,4.85432801,0.9393939394,0.9635820025,,,,
12,3,1,2,6,3,1,3,3,5,3,1000,55,4,10,F,12 to 17,3.73601314,0.8484848485,0.684003285,,,,
12,3,1,2,6,3,4,4,4,4,5,1000,57,2,11,M,18 to 25,3.91441863,0.9090909091,0.7286046575,,,,
12,3,1,2,6,3,1,5,4,4,4,1000,58,4,12,M,18 to 25,3.69739965,0.9393939394,0.6743499125,,,,
12,3,1,2,6,5,5,5,5,5,5,1000,51,5,13,M,18 to 25,5,0.7272727273,1,,,,
12,3,1,2,6,3,5,5,5,5,4,1000,52,5,14,F,18 to 25,4.6485654,0.7575757576,0.91214135,,,,
12,3,1,2,6,1,3,5,5,5,4,1000,54,3,15,F,18 to 25,4.17340008,0.8181818182,0.79335002,,,,
12,3,1,2,6,5,4,4,5,4,4,1000,38,4,16,F,18 to 25,4.26927782,0.3333333333,0.817319455,,,,
12,3,1,2,6,5,1,4,3,4,3,368,51,3,17,M,18 to 25,3.68624353,0.7272727273,0.6715608825,,,,
12,3,1,2,6,3,4,4,4,4,4,1000,52,3,18,F,18 to 25,3.85432801,0.7575757576,0.7135820025,,,,
12,3,1,2,6,3,4,4,5,5,4,811,49,2,19,F,18 to 25,4.43785108,0.6666666667,0.85946277,,,,
12,3,1,2,6,3,3,4,4,4,4,1000,57,1,20,F,18 to 25,3.76241734,0.9090909091,0.690604335,,,,
12,3,1,2,6,4,4,4,4,4,4,1000,57,3,21,F,18 to 25,4,0.9090909091,0.75,,,,
12,3,1,2,6,2,3,1,1,2,3,1000,54,3,22,M,12 to 17,1.90959181,0.8181818182,0.2273979525,,,,
12,3,1,2,6,3,2,3,3,3,3,1000,56,4,23,F,12 to 17,2.90808933,0.8787878788,0.4770223325,,,,
12,3,1,2,6,2,3,3,3,4,3,1000,51,4,24,F,18 to 25,3.31424525,0.7272727273,0.5785613125,,,,
13,2,2,2,6,3,4,5,5,5,5,1000,46,5,1,F,18 to 25,4.61674535,0.5757575758,0.9041863375,,,,
13,2,2,2,6,5,5,5,5,5,5,1000,43,5,2,F,18 to 25,5,0.4848484848,1,,,,
13,2,2,2,6,4,3,3,5,5,4,1000,45,3,3,M,18 to 25,4.37280875,0.5454545455,0.8432021875,,,,
13,2,2,2,6,1,3,3,3,2,2,616,35,3,4,F,12 to 17,2.18864816,0.2424242424,0.29716204,,,,
13,2,2,2,6,5,5,5,5,4,5,1000,45,4,5,M,18 to 25,4.54008276,0.5454545455,0.88502069,,,,
13,2,2,2,6,4,4,4,4,3,4,1000,44,4,6,F,18 to 25,3.54008276,0.5151515152,0.63502069,,,,
13,2,2,2,6,5,5,5,5,5,5,1000,44,4,7,F,18 to 25,5,0.5151515152,1,,,,
13,2,2,2,6,5,5,5,5,5,5,1000,43,3,8,M,12 to 17,5,0.4848484848,1,,,,
13,2,2,2,6,4,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.85432801,0.5454545455,0.9635820025,,,,
13,2,2,2,6,4,2,3,4,5,3,1000,43,4,10,F,12 to 17,4.09720163,0.4848484848,0.7743004075,,,,
13,2,2,2,6,4,4,4,4,4,4,1000,44,2,11,M,18 to 25,4,0.5151515152,0.75,,,,
13,2,2,2,6,4,3,4,3,4,4,1000,45,4,12,M,18 to 25,3.7844835,0.5454545455,0.696120875,,,,
13,2,2,2,6,5,5,5,5,5,5,1000,42,5,13,M,18 to 25,5,0.4545454545,1,,,,
13,2,2,2,6,4,5,5,5,5,4,1000,44,5,14,F,18 to 25,4.79423739,0.5151515152,0.9485593475,,,,
13,2,2,2,6,1,5,5,4,5,4,1000,43,3,15,F,18 to 25,4.23361559,0.4848484848,0.8084038975,,,,
13,2,2,2,6,4,4,3,3,4,4,1000,40,4,16,F,18 to 25,3.75759052,0.3939393939,0.68939763,,,,
13,2,2,2,6,4,3,3,3,4,3,1000,33,3,17,M,18 to 25,3.60558923,0.1818181818,0.6513973075,,,,
13,2,2,2,6,1,2,1,3,2,2,1000,40,3,18,F,18 to 25,1.85913019,0.3939393939,0.2147825475,,,,
13,2,2,2,6,3,3,3,4,5,4,562,42,2,19,F,18 to 25,4.10353093,0.4545454545,0.7758827325,,,,
13,2,2,2,6,5,4,4,5,4,4,1000,44,1,20,F,18 to 25,4.26927782,0.5151515152,0.817319455,,,,
13,2,2,2,6,5,4,4,4,3,4,1000,44,3,21,F,18 to 25,3.68575475,0.5151515152,0.6714386875,,,,
13,2,2,2,6,1,2,4,3,2,2,188,41,3,22,M,12 to 17,2.21554114,0.4242424242,0.303885285,,,,
13,2,2,2,6,1,3,4,3,3,3,1000,43,4,23,F,12 to 17,2.82745967,0.4848484848,0.4568649175,,,,
13,2,2,2,6,3,3,2,3,4,3,1000,42,4,24,F,18 to 25,3.34111359,0.4545454545,0.5852783975,,,,
14,2,1,1,4,5,5,1,5,5,5,1000,55,5,1,F,18 to 25,4.5247854,0.8484848485,0.88119635,,,,
14,2,1,1,4,4,5,5,4,4,4,1000,53,5,2,F,18 to 25,4.21071432,0.7878787879,0.80267858,,,,
14,2,1,1,4,1,3,3,5,5,4,886,53,3,3,M,18 to 25,3.93579278,0.7878787879,0.733948195,,,,
14,2,1,1,4,1,2,2,1,1,1,321,41,3,4,F,12 to 17,1.21071432,0.4242424242,0.05267858,,,,
14,2,1,1,4,4,3,3,1,1,1,1000,53,4,5,M,18 to 25,1.85844461,0.7878787879,0.2146111525,,,,
14,2,1,1,4,4,2,2,3,3,3,1000,52,4,6,F,18 to 25,2.93495767,0.7575757576,0.4837394175,,,,
14,2,1,1,4,5,5,5,5,5,5,1000,56,4,7,F,18 to 25,5,0.8787878788,1,,,,
14,2,1,1,4,5,5,5,5,5,5,1000,52,3,8,M,12 to 17,5,0.7575757576,1,,,,
14,2,1,1,4,4,5,5,5,5,5,1000,58,5,9,F,18 to 25,4.85432801,0.9393939394,0.9635820025,,,,
14,2,1,1,4,5,2,4,3,5,3,1000,55,4,10,F,12 to 17,4.23807144,0.8484848485,0.80951786,,,,
14,2,1,1,4,4,4,4,4,4,5,538,52,2,11,M,18 to 25,4.06009062,0.7575757576,0.765022655,,,,
14,2,1,1,4,4,2,1,2,3,2,1000,55,4,12,M,18 to 25,2.63245757,0.8484848485,0.4081143925,,,,
14,2,1,1,4,5,5,5,5,5,5,1000,49,5,13,M,18 to 25,5,0.6666666667,1,,,,
14,2,1,1,4,4,5,5,5,5,4,1000,49,5,14,F,18 to 25,4.79423739,0.6666666667,0.9485593475,,,,
14,2,1,1,4,1,2,4,4,5,3,1000,54,3,15,F,18 to 25,3.77898931,0.8181818182,0.6947473275,,,,
14,2,1,1,4,5,4,4,5,5,5,1000,49,4,16,F,18 to 25,4.78928568,0.6666666667,0.94732142,,,,
14,2,1,1,4,3,4,4,4,4,4,1000,51,3,17,M,18 to 25,3.85432801,0.7272727273,0.7135820025,,,,
14,2,1,1,4,2,3,3,4,4,4,1000,51,3,18,F,18 to 25,3.4979417,0.7272727273,0.624485425,,,,
14,2,1,1,4,3,3,4,4,5,5,391,49,2,19,F,18 to 25,4.2824252,0.6666666667,0.8206063,,,,
14,2,1,1,4,5,4,5,4,5,4,1000,57,1,20,F,18 to 25,4.72439288,0.9090909091,0.93109822,,,,
14,2,1,1,4,4,5,4,4,4,4,1000,58,3,21,F,18 to 25,4.09191067,0.9393939394,0.7729776675,,,,
14,2,1,1,4,1,3,1,3,2,1,1000,51,3,22,M,12 to 17,1.89095024,0.7272727273,0.22273756,,,,
14,2,1,1,4,2,3,3,4,4,3,1000,57,4,23,F,12 to 17,3.43785108,0.9090909091,0.60946277,,,,
14,2,1,1,4,4,4,2,3,4,3,1000,52,4,24,F,18 to 25,3.57869625,0.7575757576,0.6446740625,,,,
15,2,1,3,6,5,5,5,4,4,4,1000,52,5,1,F,18 to 25,4.35638631,0.7575757576,0.8390965775,,,,
15,2,1,3,6,5,4,4,5,5,5,1000,52,5,2,F,18 to 25,4.78928568,0.7575757576,0.94732142,,,,
15,2,1,3,6,3,3,4,5,5,4,1000,51,3,3,M,18 to 25,4.34594041,0.7272727273,0.8364851025,,,,
15,2,1,3,6,1,4,3,3,2,3,1000,44,3,4,F,12 to 17,2.34064945,0.5151515152,0.3351623625,,,,
15,2,1,3,6,4,3,2,2,2,2,1000,53,4,5,M,18 to 25,2.38325465,0.7878787879,0.3458136625,,,,
15,2,1,3,6,4,2,2,3,3,3,1000,52,4,6,F,18 to 25,2.93495767,0.7575757576,0.4837394175,,,,
15,2,1,3,6,4,3,3,5,4,4,1000,58,4,7,F,18 to 25,3.91289151,0.9393939394,0.7282228775,,,,
15,2,1,3,6,5,5,5,5,5,5,935,54,3,8,M,12 to 17,5,0.8181818182,1,,,,
15,2,1,3,6,4,5,5,5,5,5,1000,58,5,9,F,18 to 25,4.85432801,0.9393939394,0.9635820025,,,,
15,2,1,3,6,4,2,3,3,5,3,1000,55,4,10,F,12 to 17,3.9735958,0.8484848485,0.74339895,,,,
15,2,1,3,6,4,3,3,4,4,5,1000,56,2,11,M,18 to 25,3.8493763,0.8787878788,0.712344075,,,,
15,2,1,3,6,4,2,4,4,4,4,1000,55,4,12,M,18 to 25,3.81617866,0.8484848485,0.704044665,,,,
15,2,1,3,6,5,5,5,5,5,5,1000,50,5,13,M,18 to 25,5,0.696969697,1,,,,
15,2,1,3,6,3,5,5,5,5,3,1000,50,5,14,F,18 to 25,4.58847478,0.696969697,0.897118695,,,,
15,2,1,3,6,1,2,5,5,5,4,1000,53,3,15,F,18 to 25,4.08148941,0.7878787879,0.7703723525,,,,
15,2,1,3,6,5,4,4,5,5,5,1000,48,4,16,F,18 to 25,4.78928568,0.6363636364,0.94732142,,,,
15,2,1,3,6,3,4,3,3,3,3,916,53,3,17,M,18 to 25,3.09191067,0.7878787879,0.5229776675,,,,
15,2,1,3,6,2,3,4,4,4,4,1000,48,3,18,F,18 to 25,3.61674535,0.6363636364,0.6541863375,,,,
15,2,1,3,6,3,5,5,5,5,5,747,51,2,19,F,18 to 25,4.70865602,0.7272727273,0.927164005,,,,
15,2,1,3,6,5,4,5,5,5,5,1000,57,1,20,F,18 to 25,4.90808933,0.9090909091,0.9770223325,,,,
15,2,1,3,6,5,4,5,5,4,4,1000,58,3,21,F,18 to 25,4.38808147,0.9393939394,0.8470203675,,,,
15,2,1,3,6,5,3,1,3,4,1,1000,49,3,22,M,12 to 17,3.39347268,0.6666666667,0.59836817,,,,
15,2,1,3,6,2,4,3,4,3,4,1000,55,4,23,F,12 to 17,3.12993513,0.8484848485,0.5324837825,,,,
15,2,1,3,6,4,4,3,3,4,4,1000,50,4,24,F,18 to 25,3.75759052,0.696969697,0.68939763,,,,
16,2,2,3,7,5,5,4,4,5,4,1000,44,5,1,F,18 to 25,4.6974999,0.5151515152,0.924374975,,,,
16,2,2,3,7,5,5,5,5,5,5,1000,43,5,2,F,18 to 25,5,0.4848484848,1,,,,
16,2,2,3,7,3,4,4,5,4,4,806,44,3,3,M,18 to 25,3.97793384,0.5151515152,0.74448346,,,,
16,2,2,3,7,1,4,4,3,2,3,1000,43,3,4,F,12 to 17,2.4594531,0.4848484848,0.364863275,,,,
16,2,2,3,7,5,3,2,2,1,2,1000,44,4,5,M,18 to 25,2.0690094,0.5151515152,0.26725235,,,,
16,2,2,3,7,4,3,3,3,3,3,1000,49,4,6,F,18 to 25,3.14567199,0.6666666667,0.5364179975,,,,
16,2,2,3,7,4,3,3,4,4,4,1000,44,4,7,F,18 to 25,3.78928568,0.5151515152,0.69732142,,,,
16,2,2,3,7,5,5,5,5,5,5,1000,42,3,8,M,12 to 17,5,0.4545454545,1,,,,
16,2,2,3,7,4,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.85432801,0.5454545455,0.9635820025,,,,
16,2,2,3,7,4,3,2,4,5,3,1000,43,4,10,F,12 to 17,4.07030865,0.4848484848,0.7675771625,,,,
16,2,2,3,7,4,4,4,4,4,5,1000,43,2,11,M,18 to 25,4.06009062,0.4848484848,0.765022655,,,,
16,2,2,3,7,4,5,4,3,3,4,1000,43,4,12,M,18 to 25,3.5083876,0.4848484848,0.6270969,,,,
16,2,2,3,7,5,5,5,5,5,5,1000,42,5,13,M,18 to 25,5,0.4545454545,1,,,,
16,2,2,3,7,3,4,5,5,5,4,1000,43,5,14,F,18 to 25,4.55665473,0.4848484848,0.8891636825,,,,
16,2,2,3,7,1,3,4,4,5,3,1000,42,3,15,F,18 to 25,3.87089998,0.4545454545,0.717724995,,,,
16,2,2,3,7,5,4,3,4,5,4,878,36,4,16,F,18 to 25,4.48678558,0.2727272727,0.871696395,,,,
16,2,2,3,7,3,2,4,4,4,4,1000,40,3,17,M,18 to 25,3.67050667,0.3939393939,0.6676266675,,,,
16,2,2,3,7,3,4,4,5,5,5,1000,39,3,18,F,18 to 25,4.4979417,0.3636363636,0.874485425,,,,
16,2,2,3,7,3,5,5,5,5,4,939,43,2,19,F,18 to 25,4.6485654,0.4848484848,0.91214135,,,,
16,2,2,3,7,5,4,5,5,4,5,1000,45,1,20,F,18 to 25,4.44817209,0.5454545455,0.8620430225,,,,
16,2,2,3,7,5,5,5,4,4,4,1000,43,3,21,F,18 to 25,4.35638631,0.4848484848,0.8390965775,,,,
16,2,2,3,7,4,2,5,3,2,5,661,43,3,22,M,12 to 17,2.95163262,0.4848484848,0.487908155,,,,
16,2,2,3,7,2,3,3,3,3,3,1000,43,4,23,F,12 to 17,2.85432801,0.4848484848,0.4635820025,,,,
16,2,2,3,7,4,4,5,5,5,5,1000,44,4,24,F,18 to 25,4.76241734,0.5151515152,0.940604335,,,,
17,2,1,2,5,5,5,5,5,5,5,1000,51,5,1,F,18 to 25,5,0.7272727273,1,,,,
17,2,1,2,5,5,4,4,4,4,5,1000,51,5,2,F,18 to 25,4.20576261,0.7272727273,0.8014406525,,,,
17,2,1,2,5,4,3,4,5,5,4,1000,54,3,3,M,18 to 25,4.4916124,0.8181818182,0.8729031,,,,
17,2,1,2,5,1,4,3,3,2,3,1000,53,3,4,F,12 to 17,2.34064945,0.7878787879,0.3351623625,,,,
17,2,1,2,5,4,3,5,4,4,4,1000,54,4,5,M,18 to 25,4.02689298,0.8181818182,0.756723245,,,,
17,2,1,2,5,4,2,2,2,2,2,1000,51,4,6,F,18 to 25,2.29134398,0.7272727273,0.322835995,,,,
17,2,1,2,5,4,5,5,5,5,5,1000,53,4,7,F,18 to 25,4.85432801,0.7878787879,0.9635820025,,,,
17,2,1,2,5,5,5,5,5,5,5,1000,53,3,8,M,12 to 17,5,0.7878787879,1,,,,
17,2,1,2,5,4,5,5,5,5,5,688,59,5,9,F,18 to 25,4.85432801,0.9696969697,0.9635820025,,,,
17,2,1,2,5,4,2,2,3,5,3,1000,53,4,10,F,12 to 17,3.85479215,0.7878787879,0.7136980375,,,,
17,2,1,2,5,4,5,5,4,4,5,1000,56,2,11,M,18 to 25,4.27080494,0.8787878788,0.817701235,,,,
17,2,1,2,5,4,3,5,3,3,3,1000,57,4,12,M,18 to 25,3.38327929,0.9090909091,0.5958198225,,,,
17,2,1,2,5,5,5,5,5,5,5,1000,50,5,13,M,18 to 25,5,0.696969697,1,,,,
17,2,1,2,5,3,2,5,5,5,3,1000,50,5,14,F,18 to 25,4.31274277,0.696969697,0.8281856925,,,,
17,2,1,2,5,1,3,5,5,5,4,1000,54,3,15,F,18 to 25,4.17340008,0.8181818182,0.79335002,,,,
17,2,1,2,5,5,5,4,5,4,5,1000,43,4,16,F,18 to 25,4.42127911,0.4848484848,0.8553197775,,,,
17,2,1,2,5,3,4,4,5,5,4,1000,52,3,17,M,18 to 25,4.43785108,0.7575757576,0.85946277,,,,
17,2,1,2,5,3,5,4,5,5,4,1000,52,3,18,F,18 to 25,4.52976175,0.7575757576,0.8824404375,,,,
17,2,1,2,5,3,5,5,5,5,4,1000,50,2,19,F,18 to 25,4.6485654,0.696969697,0.91214135,,,,
17,2,1,2,5,5,4,5,5,4,4,1000,57,1,20,F,18 to 25,4.38808147,0.9090909091,0.8470203675,,,,
17,2,1,2,5,5,5,4,4,4,4,1000,51,3,21,F,18 to 25,4.23758266,0.7272727273,0.809395665,,,,
17,2,1,2,5,2,3,1,3,1,4,317,51,3,22,M,12 to 17,1.75697685,0.7272727273,0.1892442125,,,,
17,2,1,2,5,2,3,3,3,3,3,1000,56,4,23,F,12 to 17,2.85432801,0.8787878788,0.4635820025,,,,
17,2,1,2,5,4,3,3,3,4,3,1000,56,4,24,F,18 to 25,3.60558923,0.8787878788,0.6513973075,,,,
18,2,3,1,6,5,4,2,5,5,5,1000,45,5,1,F,18 to 25,4.55167838,0.5454545455,0.887919595,,,,
18,2,3,1,6,5,5,5,5,5,5,1000,41,5,2,F,18 to 25,5,0.4242424242,1,,,,
18,2,3,1,6,3,3,4,5,5,4,1000,44,3,3,M,18 to 25,4.34594041,0.5151515152,0.8364851025,,,,
18,2,3,1,6,1,4,3,3,2,2,329,40,3,4,F,12 to 17,2.28055883,0.3939393939,0.3201397075,,,,
18,2,3,1,6,4,4,4,4,3,4,1000,45,4,5,M,18 to 25,3.54008276,0.5454545455,0.63502069,,,,
18,2,3,1,6,4,5,5,4,4,4,1000,43,4,6,F,18 to 25,4.21071432,0.4848484848,0.80267858,,,,
18,2,3,1,6,2,3,3,4,4,4,1000,41,4,7,F,18 to 25,3.4979417,0.4242424242,0.624485425,,,,
18,2,3,1,6,5,5,5,5,5,5,1000,43,3,8,M,12 to 17,5,0.4848484848,1,,,,
18,2,3,1,6,4,5,5,5,5,5,999,45,5,9,F,18 to 25,4.85432801,0.5454545455,0.9635820025,,,,
18,2,3,1,6,5,2,2,3,5,3,1000,40,4,10,F,12 to 17,4.00046414,0.3939393939,0.750116035,,,,
18,2,3,1,6,4,4,3,4,4,5,1000,43,2,11,M,18 to 25,3.94128697,0.4848484848,0.7353217425,,,,
18,2,3,1,6,5,5,2,3,3,3,1000,43,4,12,M,18 to 25,3.35636167,0.4848484848,0.5890904175,,,,
18,2,3,1,6,5,5,5,5,5,5,1000,44,5,13,M,18 to 25,5,0.5151515152,1,,,,
18,2,3,1,6,4,4,5,5,5,3,1000,43,5,14,F,18 to 25,4.6422361,0.4848484848,0.910559025,,,,
18,2,3,1,6,1,3,4,5,5,4,999,41,3,15,F,18 to 25,4.05459643,0.4242424242,0.7636491075,,,,
18,2,3,1,6,5,4,4,5,3,3,660,28,4,16,F,18 to 25,3.74926996,0.0303030303,0.68731749,,,,
18,2,3,1,6,3,4,2,3,3,3,1000,40,3,17,M,18 to 25,2.97310702,0.3939393939,0.493276755,,,,
18,2,3,1,6,2,4,4,3,4,4,1000,40,3,18,F,18 to 25,3.58505019,0.3939393939,0.6462625475,,,,
18,2,3,1,6,3,5,5,5,5,5,1000,41,2,19,F,18 to 25,4.70865602,0.4242424242,0.927164005,,,,
18,2,3,1,6,5,4,5,5,4,5,1000,41,1,20,F,18 to 25,4.44817209,0.4242424242,0.8620430225,,,,
18,2,3,1,6,4,4,3,4,3,4,1000,42,3,21,F,18 to 25,3.42127911,0.4545454545,0.6053197775,,,,
18,2,3,1,6,3,2,1,2,1,1,1000,44,3,22,M,12 to 17,1.50686048,0.5151515152,0.12671512,,,,
18,2,3,1,6,3,4,4,4,3,4,1000,43,4,23,F,12 to 17,3.39441077,0.4848484848,0.5986026925,,,,
18,2,3,1,6,3,3,2,3,4,3,1000,41,4,24,F,18 to 25,3.34111359,0.4242424242,0.5852783975,,,,
19,1,1,1,3,1,3,5,3,5,4,1000,52,5,1,F,18 to 25,3.92618842,0.7575757576,0.731547105,,,,
19,1,1,1,3,3,3,3,4,3,3,1000,40,5,2,F,18 to 25,3.12360583,0.3939393939,0.5309014575,,,,
19,1,1,1,3,1,3,3,3,5,4,1000,53,3,3,M,18 to 25,3.68858112,0.7878787879,0.67214528,,,,
19,1,1,1,3,2,3,2,2,3,2,1000,53,3,4,F,12 to 17,2.55182791,0.7878787879,0.3879569775,,,,
19,1,1,1,3,1,1,1,1,1,1,1000,53,4,5,M,18 to 25,1,0.7878787879,0,,,,
19,1,1,1,3,1,3,1,2,2,2,1000,46,4,6,F,18 to 25,1.82743503,0.5757575758,0.2068587575,,,,
19,1,1,1,3,2,3,3,4,4,4,1000,47,4,7,F,18 to 25,3.4979417,0.6060606061,0.624485425,,,,
19,1,1,1,3,3,5,5,5,5,5,1000,53,3,8,M,12 to 17,4.70865602,0.7878787879,0.927164005,,,,
19,1,1,1,3,1,5,5,5,5,5,1000,58,5,9,F,18 to 25,4.41731204,0.9393939394,0.85432801,,,,
19,1,1,1,3,1,2,2,3,5,2,1000,53,4,10,F,12 to 17,3.35768556,0.7878787879,0.58942139,,,,
