LEVEL,AA,AG,AP,AR,GR,PR,ER,CR,OR,SCORE,AVGFPS,GAMING,PCP,SEX,AGG,PE,NAVGFPS,NPE,NFPSPE,NAA,NAG,NAP
21,1,2,1,1,3,2,2,3,2,1000,43,4,6,F,18 to 25,2.166666667,0.4848484848,0.2916666667,0.3882575758,0,0.5,0
21,1,2,1,1,2,2,3,3,3,1000,41,4,7,F,18 to 25,2.333333333,0.4242424242,0.3333333333,0.3787878788,0,0.5,0
21,1,2,1,3,5,5,5,5,5,1000,45,3,8,M,12 to 17,4.666666667,0.5454545455,0.9166666667,0.7310606061,0,0.5,0
21,1,2,1,1,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.333333333,0.5454545455,0.8333333333,0.6893939394,0,0.5,0
22,1,3,1,1,4,5,5,5,5,1000,44,5,1,F,18 to 25,4.166666667,0.5151515152,0.7916666667,0.6534090909,0,1,0
22,1,3,1,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,4.166666667,0.4848484848,0.7916666667,0.6382575758,0,1,0
22,1,3,1,2,3,4,5,4,4,1000,43,3,3,M,18 to 25,3.666666667,0.4848484848,0.6666666667,0.5757575758,0,1,0
22,1,3,1,1,2,2,2,2,2,1000,44,3,4,F,12 to 17,1.833333333,0.5151515152,0.2083333333,0.3617424242,0,1,0
22,1,3,1,1,5,1,2,1,2,1000,42,4,5,M,18 to 25,2,0.4545454545,0.25,0.3522727273,0,1,0
22,1,3,1,1,4,3,3,3,3,665,43,4,6,F,18 to 25,2.833333333,0.4848484848,0.4583333333,0.4715909091,0,1,0
22,1,3,1,1,3,3,3,3,3,1000,41,4,7,F,18 to 25,2.666666667,0.4242424242,0.4166666667,0.4204545455,0,1,0
22,1,3,1,3,5,5,5,5,5,1000,46,3,8,M,12 to 17,4.666666667,0.5757575758,0.9166666667,0.7462121212,0,1,0
22,1,3,1,1,5,5,5,5,5,1000,44,5,9,F,18 to 25,4.333333333,0.5151515152,0.8333333333,0.6742424242,0,1,0
23,3,2,3,5,4,5,5,5,5,1000,44,5,1,F,18 to 25,4.833333333,0.5151515152,0.9583333333,0.7367424242,1,0.5,1
23,3,2,3,5,5,5,5,5,5,1000,44,5,2,F,18 to 25,5,0.5151515152,1,0.7575757576,1,0.5,1
23,3,2,3,3,4,4,5,5,4,1000,43,3,3,M,18 to 25,4.166666667,0.4848484848,0.7916666667,0.6382575758,1,0.5,1
23,3,2,3,3,3,3,3,3,3,1000,44,3,4,F,12 to 17,3,0.5151515152,0.5,0.5075757576,1,0.5,1
23,3,2,3,4,4,5,4,3,4,944,43,4,5,M,18 to 25,4,0.4848484848,0.75,0.6174242424,1,0.5,1
23,3,2,3,3,3,2,3,2,3,1000,37,4,6,F,18 to 25,2.666666667,0.303030303,0.4166666667,0.3598484848,1,0.5,1
23,3,2,3,2,2,2,3,3,3,1000,37,4,7,F,18 to 25,2.5,0.303030303,0.375,0.3390151515,1,0.5,1
23,3,2,3,5,5,5,5,5,5,1000,44,3,8,M,12 to 17,5,0.5151515152,1,0.7575757576,1,0.5,1
23,3,2,3,4,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.833333333,0.5454545455,0.9583333333,0.7518939394,1,0.5,1
24,3,2,2,1,5,5,5,4,5,1000,45,5,1,F,18 to 25,4.166666667,0.5454545455,0.7916666667,0.6685606061,1,0.5,0.5
24,3,2,2,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,4.166666667,0.4848484848,0.7916666667,0.6382575758,1,0.5,0.5
24,3,2,2,2,4,4,4,5,4,1000,44,3,3,M,18 to 25,3.833333333,0.5151515152,0.7083333333,0.6117424242,1,0.5,0.5
24,3,2,2,4,4,3,4,4,3,1000,43,3,4,F,12 to 17,3.666666667,0.4848484848,0.6666666667,0.5757575758,1,0.5,0.5
24,3,2,2,2,4,4,4,4,4,1000,42,4,5,M,18 to 25,3.666666667,0.4545454545,0.6666666667,0.5606060606,1,0.5,0.5
24,3,2,2,1,4,4,3,3,3,1000,42,4,6,F,18 to 25,3,0.4545454545,0.5,0.4772727273,1,0.5,0.5
24,3,2,2,1,3,3,3,3,3,1000,40,4,7,F,18 to 25,2.666666667,0.3939393939,0.4166666667,0.4053030303,1,0.5,0.5
24,3,2,2,4,5,5,5,5,5,1000,43,3,8,M,12 to 17,4.833333333,0.4848484848,0.9583333333,0.7215909091,1,0.5,0.5
24,3,2,2,3,5,5,5,5,5,1000,45,5,9,F,18 to 25,4.666666667,0.5454545455,0.9166666667,0.7310606061,1,0.5,0.5
25,3,1,1,2,4,5,5,5,5,1000,51,5,1,F,18 to 25,4.333333333,0.7272727273,0.8333333333,0.7803030303,1,0,0
25,3,1,1,3,5,5,4,4,4,1000,52,5,2,F,18 to 25,4.166666667,0.7575757576,0.7916666667,0.7746212121,1,0,0
25,3,1,1,2,4,4,4,5,4,1000,52,3,3,M,18 to 25,3.833333333,0.7575757576,0.7083333333,0.7329545455,1,0,0
25,3,1,1,3,3,2,3,2,3,1000,55,3,4,F,12 to 17,2.666666667,0.8484848485,0.4166666667,0.6325757576,1,0,0
25,3,1,1,1,2,1,1,2,1,997,53,4,5,M,18 to 25,1.333333333,0.7878787879,0.08333333333,0.4356060606,1,0,0
25,3,1,1,1,4,3,3,3,3,1000,53,4,6,F,18 to 25,2.833333333,0.7878787879,0.4583333333,0.6231060606,1,0,0
25,3,1,1,1,4,4,4,4,4,999,53,4,7,F,18 to 25,3.5,0.7878787879,0.625,0.7064393939,1,0,0
25,3,1,1,4,5,5,5,5,5,1000,53,3,8,M,12 to 17,4.833333333,0.7878787879,0.9583333333,0.8731060606,1,0,0
25,3,1,1,2,5,5,5,5,5,1000,59,5,9,F,18 to 25,4.5,0.9696969697,0.875,0.9223484848,1,0,0
26,1,3,2,1,3,5,5,4,4,1000,44,5,1,F,18 to 25,3.666666667,0.5151515152,0.6666666667,0.5909090909,0,1,0.5
26,1,3,2,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,4.166666667,0.4848484848,0.7916666667,0.6382575758,0,1,0.5
26,1,3,2,2,4,3,4,4,4,1000,43,3,3,M,18 to 25,3.5,0.4848484848,0.625,0.5549242424,0,1,0.5
26,1,3,2,1,3,3,4,3,3,1000,43,3,4,F,12 to 17,2.833333333,0.4848484848,0.4583333333,0.4715909091,0,1,0.5
26,1,3,2,1,5,5,5,5,4,1000,42,4,5,M,18 to 25,4.166666667,0.4545454545,0.7916666667,0.6231060606,0,1,0.5
26,1,3,2,1,5,4,3,3,4,1000,40,4,6,F,18 to 25,3.333333333,0.3939393939,0.5833333333,0.4886363636,0,1,0.5
26,1,3,2,1,4,4,4,4,4,1000,42,4,7,F,18 to 25,3.5,0.4545454545,0.625,0.5397727273,0,1,0.5
26,1,3,2,3,5,5,5,5,5,1000,43,3,8,M,12 to 17,4.666666667,0.4848484848,0.9166666667,0.7007575758,0,1,0.5
26,1,3,2,2,5,5,5,5,5,760,46,5,9,F,18 to 25,4.5,0.5757575758,0.875,0.7253787879,0,1,0.5
27,1,3,3,1,3,5,5,3,4,1000,43,5,1,F,18 to 25,3.5,0.4848484848,0.625,0.5549242424,0,1,1
27,1,3,3,3,5,5,4,4,4,1248,44,5,2,F,18 to 25,4.166666667,0.5151515152,0.7916666667,0.6534090909,0,1,1
27,1,3,3,2,5,5,5,5,5,1000,43,3,3,M,18 to 25,4.5,0.4848484848,0.875,0.6799242424,0,1,1
27,1,3,3,1,3,3,3,3,2,952,44,3,4,F,12 to 17,2.5,0.5151515152,0.375,0.4450757576,0,1,1
27,1,3,3,1,5,4,4,4,4,1000,43,4,5,M,18 to 25,3.666666667,0.4848484848,0.6666666667,0.5757575758,0,1,1
27,1,3,3,1,4,4,4,4,3,1000,43,4,6,F,18 to 25,3.333333333,0.4848484848,0.5833333333,0.5340909091,0,1,1
27,1,3,3,1,2,2,3,3,3,1000,44,4,7,F,18 to 25,2.333333333,0.5151515152,0.3333333333,0.4242424242,0,1,1
27,1,3,3,3,5,5,5,5,5,1000,46,3,8,M,12 to 17,4.666666667,0.5757575758,0.9166666667,0.7462121212,0,1,1
27,1,3,3,1,5,5,5,5,5,998,44,5,9,F,18 to 25,4.333333333,0.5151515152,0.8333333333,0.6742424242,0,1,1
